nct_id,sponsor_type,overall_status,study_type,start_date,completion_date,phase,brief_title,conditions,interventions,primary_completion_date,,completion_date_type,org_study_id,secondary_id,actual_duration,reported_enrollment,derived_enrollment,enrollment_type,number_of_arms,number_of_facilities,number_of_nsae_subjects,number_of_sae_subjects,registered_in_fiscal_year,results_reported,months_to_report_results,why_stopped,is_section_801,is_fda_regulated,has_expanded_access,has_dmc
NCT01160588,NIH,Completed,Observational,7/1/10,3/1/15,Phase 4,Brain Markers of Anxiety Disorders and SSRI/CBT Treatment in Children and Adolescents,"Anxiety Disorders, Anxiety, Separation, Disease, Mental Disorders",Sertraline,3/1/15,,Actual,R01MH086517,,4.67,156,,Actual,,1,0,0,2010,,,,1,1,0,1
NCT01161004,Other,Recruiting,Interventional,9/1/10,12/1/15,Phase 4,Recovery Effect of Sugammadex Measured by Bispectral and Neurosense Indices,,,12/1/15,,Anticipated,2010/01,,5.25,50,,Anticipated,2,1,0,0,2010,,,,,0,0,0
NCT01162382,Other,Suspended,Interventional,1/1/10,6/1/13,N/A,Repetitive Transcranial Magnetic Stimulation for Treating Depression: A Functional Magnetic Resonance Imaging Study,"Depression, Depressive Disorder, Depressive Disorder, Major",,1/1/13,,Anticipated,WUSM3621222,,3,35,,Anticipated,1,1,0,0,2010,,,Protocol currently undergoing changes. Will be relisted at later date.,1,1,0,1
NCT01163825,Industry,"Active, not recruiting",Interventional,1/1/08,,Phase 1,Encapsulated Cell Biodelivery of Nerve Growth Factor to Alzheimerå«s Disease Patients,Alzheimer Disease,Mitogens,12/1/11,,,NsG0202-001,,3.92,6,,Actual,2,1,0,0,2010,,,,,0,0,1
NCT01165294,Industry,Completed,Interventional,10/1/09,5/1/10,Phase 1,The Effect of Ketamine on Attentiveness,Schizophrenia,Ketamine,,,Actual,CR017368,,,24,,Actual,2,0,0,0,2010,,,,,0,0,
NCT01166152,Other,Recruiting,Interventional,8/1/10,3/1/13,N/A,Development of a New Diagnosis and Intervention Method for Developmental Disorders,Developmental Disabilities,,11/1/11,,Anticipated,TokyoUAT_21_11,,1.25,20,,Anticipated,1,1,0,0,2010,,,,,0,0,
NCT01168466,Other,Completed,Interventional,6/1/07,6/1/08,Phase 2,Electroencephalography (EEG) Biofeedback Training to Improve Executive Functioning and Memory in Adults With a Dementing Illness,,,6/1/08,,Actual,QMFFTD,,1,42,,Anticipated,3,1,0,0,2010,,,,,0,0,1
NCT01169155,Other,Recruiting,Interventional,8/1/10,7/1/18,N/A,Critical Smoke Alarm Characteristics to Awaken Children From Stage 4 Sleep,"Respiratory Aspiration, Smoke Inhalation Injury",,7/1/18,,Anticipated,IRB09-00546,,7.92,708,,Anticipated,5,1,0,0,2010,,,,,0,0,0
NCT01170325,NIH,Withdrawn,Interventional,6/1/10,1/1/11,Phase 2,A Study of Divalproex Sodium in Children With ASD and Epileptiform EEG,"Autistic Disorder, Child Development Disorders, Pervasive",Valproic Acid,1/1/11,,Actual,100157,,0.59,0,,Actual,2,1,0,0,2010,,,,,0,0,
NCT01171508,Other,Completed,Observational,2/1/11,11/1/11,N/A,Circadian Disturbances After Breast Cancer Surgery,"Breast Neoplasms, Chronobiology Disorders",,11/1/11,,Actual,MVH-02,,0.75,12,,Actual,,1,0,0,2010,,,,,0,0,0
NCT01173263,Other,Terminated,Interventional,7/1/10,3/1/11,N/A,Effect of Bispectral Index (BIS) Titrated Propofol Sedation on Lower Esophageal Sphincter Pressures and Esophageal Function in Intensive Care Patients,,Propofol,3/1/11,,Actual,10-226,,0.67,1,,Actual,3,1,0,0,2010,,,recruitment difficulties,,0,0,1
NCT01178476,Industry,Withdrawn,Interventional,11/1/09,3/1/11,N/A,Prevention of Severe Hypoglycaemia With Hypo-Safe Hypoglycaemia Alarm Device,Hypoglycemia,,1/1/10,,Anticipated,Hyposafe-hypo-02,,0.17,0,,Actual,2,1,0,0,2010,,,,,0,0,1
NCT01180933,Other,Completed,Interventional,11/1/01,3/1/13,N/A,Fish Oil and Folate Supplementation During Pregnancy,,"Folic Acid, Vitamin B Complex",8/1/03,,Actual,1111,,1.75,315,,Actual,4,3,0,0,2010,,,,,0,0,0
NCT01183312,Other,Completed,Interventional,9/1/10,1/1/12,Phase 1/Phase 2,Flumazenil for the Treatment of Primary Hypersomnia,"Cataplexy, Disorders of Excessive Somnolence, Hypersomnolence, Idiopathic, Narcolepsy",Flumazenil,1/1/12,,Actual,IRB00044836,,1.33,10,,Actual,2,1,30,0,2010,1,12,,1,1,0,0
NCT01185977,Other,Completed,Interventional,4/1/10,,Phase 4,Biomarkers of Antidepressant Treatment in Adolescents With Major Depression (The Adolescents MDD Study),"Depression, Depressive Disorder, Depressive Disorder, Major","Antidepressive Agents, Fluoxetine",10/1/11,,,90713201,,1.5,26,,Actual,2,1,0,0,2010,,,,,0,0,0
NCT01187420,Other,Completed,Observational,6/1/09,10/1/10,N/A,Bilateral Bispectral Index (BIS) Study,"Cerebral Infarction, Hemorrhage, Subarachnoid Hemorrhage, Vasospasm, Intracranial, Brain Ischemia",,10/1/10,,Actual,09-0470,,1.33,30,,Actual,,1,0,0,2010,,,,,0,0,0
NCT01191021,Other,Completed,Interventional,8/1/10,10/1/10,Phase 1,Monitoring Exhaled Propofol to Individualize General Anesthesia,,"Anesthetics, Propofol",10/1/10,,Actual,H54427-35579,,0.17,20,,Actual,1,1,0,0,2010,,,,,0,0,0
NCT01192685,Other,"Active, not recruiting",Interventional,12/1/12,12/1/15,Phase 4,Transcranial Magnetic Stimulation in Major Depression With EEG and Near Infrared Spectroscopy (NIRS) Monitoring,"Depression, Depressive Disorder, Depressive Disorder, Major",,12/1/14,,Anticipated,H-29098,,2,50,,Anticipated,1,1,0,0,2010,,,,,0,0,1
NCT01196676,Industry,Completed,Interventional,8/1/10,4/1/11,Phase 1,"Single Ascending Dose Study to Assess the Safety, Tolerability and Pharmacokinetics of AZD4451",Bipolar Disorder,,4/1/11,,Actual,D3600C00001,,0.67,63,,Anticipated,2,1,0,0,2010,,,,0,1,0,0
NCT01201148,Other,Completed,Interventional,9/1/10,9/1/15,Phase 2,Open Pilot Trial of TES for Depression,"Depression, Depressive Disorder, Depressive Disorder, Major",,9/1/15,,Actual,10231,,5,7,,Actual,1,1,0,0,2010,,,,,0,0,1
NCT01201733,Other,Completed,Interventional,8/1/10,6/1/11,N/A,Traditional Thai Massage and Brain Electrical Activity,,,6/1/11,,Actual,5270900044,,0.83,40,,Actual,2,1,0,0,2010,,,,,0,0,1
NCT01212419,Other,Completed,Observational,3/1/09,12/1/09,N/A,SWC on aEEG in Post-surgical Neonates on Morphine and Midazolam,,,12/1/09,,Actual,HREC #28122,,0.75,47,,Actual,,0,0,0,2010,,,,,0,0,1
NCT01213121,Other,Recruiting,Interventional,9/1/10,10/1/15,Phase 4,Neurophysiologic Changes in Patients With Bipolar Depression,"Bipolar Disorder, Depression, Depressive Disorder",Quetiapine,10/1/14,,Anticipated,SNUBH 11-2010-040,,4.08,60,,Anticipated,2,1,0,0,2010,,,,,0,0,1
NCT01218425,Other,Completed,Interventional,11/1/10,6/1/12,N/A,Dopaminergic Modulation of Cognition and Psychomotor Function,,"Carbidopa, Domperidone, Dopamine Agents, Dopamine Agonists, Levodopa, Methylphenidate",6/1/12,,Actual,10-3-056,,1.58,20,,Actual,1,1,0,0,2010,,,,,0,0,0
NCT01220778,Other,Recruiting,Interventional,,,N/A,Effects of Physical Activity During Pregnancy on the Newborn's Cognitive Function,,,,,,CERSS-2010-951-P,,,,,,2,1,0,0,2011,,,,,0,0,0
NCT01228695,Other,Completed,Observational,1/1/07,1/1/10,N/A,Prospective Study of the Impact of Systemic Corticosteroid Use on Measures of Sleep Disordered Breathing,,,1/1/10,,Actual,IRB2421CTIL,,3,20,,,,1,0,0,2011,,,,,0,0,
NCT01237509,Industry,Completed,Observational,1/1/09,6/1/10,N/A,EEG Changes of type1 Diabetes During Sleep -Insulin Induced Hypoglycemia,Hypoglycemia,,2/1/10,,Actual,Soevn01,,1.08,10,,Actual,,1,0,0,2011,,,,,0,0,0
NCT01237834,Other,Completed,Observational,11/1/10,1/1/13,N/A,Physiological Responses in Tobacco Chippers,,,1/1/13,,Actual,IRB6698,,2.17,178,,Actual,,1,0,0,2011,,,,,0,0,0
NCT01238016,Industry,Suspended,Interventional,11/1/10,12/1/16,N/A,Evaluation of Hypo-Safe Hypoglycaemia Alarm Device - a Pilot Study,Hypoglycemia,,4/1/16,,Anticipated,H01A03,,5.42,24,,Anticipated,1,1,0,0,2011,,,Replaced by new study,,0,0,0
NCT01244542,Other,Recruiting,Observational,8/1/11,8/1/16,N/A,Pain and Schizophrenia,Schizophrenia,,8/1/16,,Anticipated,4706,,5.01,107,,Anticipated,,4,0,0,2011,,,,,0,0,0
NCT01245244,Other,Completed,Interventional,10/1/10,9/1/12,Phase 4,Morphine Modulation of The Brain's Pain Matrix,,"Morphine, Pharmaceutical Solutions",9/1/12,,Actual,2010-020894-17,,1.92,40,,Actual,2,1,0,0,2010,,,,1,1,0,1
NCT01253317,Other,Completed,Interventional,12/1/10,1/1/13,Phase 1/Phase 2,Treatment of Rett Syndrome With rhIGF-1 (Mecasermin [rDNA]Injection),"Rett Syndrome, Syndrome",,9/1/12,,Actual,10-08-0403,,1.75,12,,Actual,2,1,0,0,2011,,,,1,1,0,1
NCT01256749,Other,Completed,Observational,12/1/10,11/1/13,N/A,A Comparative Study of Global 12 Lead Electroencephalogram to Frontal SedlineTM Electroencephalogram,Pituitary Diseases,,11/1/13,,Actual,5100294,,2.92,31,,Actual,,1,0,0,2011,,,,,0,0,0
NCT01259921,Other,"Active, not recruiting",Interventional,12/1/09,12/1/12,N/A,EEG Biofeedback in the Treatment of Chronic Treatment-Resistant PTSD,"Stress Disorders, Post-Traumatic, Stress Disorders, Traumatic",,12/1/12,,Anticipated,ANS2008-06,,3,100,,Anticipated,1,1,0,0,2011,,,,0,1,0,0
NCT01260090,Other,Recruiting,Interventional,1/1/11,10/1/13,Phase 3,Vagus Nerve Stimulation to Augment Recovery From Minimally Conscious or Persistently Vegetative States After Traumatic Brain Injury,"Brain Injuries, Persistent Vegetative State",,7/1/13,,Anticipated,B7301P,,2.5,12,,Anticipated,2,1,0,0,2011,,,,0,1,0,
NCT01264614,Other,Completed,Interventional,12/1/10,4/1/11,N/A,Effects of Strengthening Exercise on the Brain for Early Dementia and Normative Older Adults,"Alzheimer Disease, Cognition Disorders, Dementia, Mild Cognitive Impairment",,4/1/11,,Actual,MIRB#00663,,0.33,22,,Actual,2,1,0,0,2011,1,44,,,0,0,0
NCT01265186,Other,Recruiting,Observational,12/1/10,12/1/12,N/A,Evaluation of Sedation in Newborns,,,12/1/11,,Anticipated,704/2010,,1,67,,Anticipated,,1,0,0,2011,,,,,0,0,0
NCT01270126,Industry,Completed,Interventional,11/1/06,12/1/10,Phase 2,Trial of Alternating Current Stimulation in Optic Neuropathy,"Nervous System Diseases, Optic Nerve Diseases, Optic Nerve Injuries",,12/1/10,,Actual,EBS_optnerve_SCT,,4.08,22,,Actual,2,1,0,0,2011,1,31,,,0,0,0
NCT01272778,Industry,Recruiting,Interventional,10/1/10,4/1/11,N/A,Acute Effect of Lorazepam on Brain Activity Measured by Magnetoencephalograpy (MEG) and Electroencephalography (EEG),,Lorazepam,4/1/11,,Anticipated,ADE-LDR 10-02,,0.5,16,,Anticipated,5,1,0,0,2011,,,,,0,0,0
NCT01273129,NIH,Recruiting,Observational,12/1/10,,N/A,Surgery as a Treatment for Medically Intractable Epilepsy,"Epilepsies, Partial, Epilepsy, Epilepsy, Temporal Lobe",,,,,110051,,,100,,Anticipated,,1,0,0,2011,,,,,0,0,
NCT01278225,Other,"Active, not recruiting",Observational,2/1/11,,Phase 0,Neurofeedback and Pain,Peripheral Nervous System Diseases,,3/1/18,,,2010-0675,,7.08,80,,Anticipated,,1,0,0,2011,,,,,0,0,0
NCT01278966,Other,Completed,Interventional,5/1/09,12/1/10,N/A,Modified Atkins Diet in Children and Adolescents With Drug-resistant Epilepsy,Epilepsy,,12/1/10,,Actual,S-09180a (REK),,1.59,21,,Actual,1,1,0,0,2011,,,,,0,0,0
NCT01280097,Other,Completed,Observational,12/1/10,11/1/12,N/A,Study of Sleep and Delirium in the Intensive Care Unit (ICU),,,11/1/12,,Actual,10-02079,,1.92,57,,Actual,,1,0,0,2011,,,,,,,
NCT01280877,Industry,Completed,Interventional,12/1/10,2/1/12,N/A,Paraorbital-Occipital Alternating Current Stimulation Therapy for Optic Neuropathy (MCT_optnerve),"Nervous System Diseases, Optic Nerve Diseases, Optic Nerve Injuries",,2/1/12,,Actual,EBS-PP-2010-08-10-001,,1.17,90,,Actual,2,4,0,0,2011,,,,,0,0,0
NCT01281475,Other,Completed,Interventional,1/1/11,7/1/15,Phase 2/Phase 3,A Trial of Levodopa in Angelman Syndrome,"Angelman Syndrome, Syndrome","Carbidopa, Levodopa",7/1/15,,Actual,09-12-0610,,4.5,73,,Actual,2,7,0,0,2011,,,,1,1,0,1
NCT01281956,NIH,Recruiting,Interventional,1/1/11,5/1/18,Phase 2,PRX-00023 Therapy in Localization-Related Epilepsy,"Epilepsies, Partial, Epilepsy, Epilepsy, Temporal Lobe",Naluzotan,5/1/18,,Anticipated,110039,,7.33,30,,Anticipated,2,1,0,0,2011,,,,1,1,0,
NCT01282827,Industry,Completed,Interventional,11/1/06,3/1/10,Phase 2/Phase 3,Paraorbital-Occipital Electric Stimulation in Patients With Optic Neuropathy (BCT_optnerve),Optic Nerve Diseases,,3/1/10,,Actual,EBS-optnerv-BCT,,3.33,40,,Actual,2,2,0,0,2011,,,,,0,0,0
NCT01287975,Other,Completed,Interventional,1/1/11,6/1/13,N/A,Brain Computer Interface (BCI) Technology for Stroke Hand Rehabilitation,Stroke,,6/1/13,,Actual,SERC Grant No: 092 148 0066,,2.42,21,,Actual,3,1,0,0,2011,,,,,0,0,0
NCT01291797,Other,Terminated,Observational,7/1/10,6/1/11,N/A,Use of AEEG as Predictor of Long-term Motor Outcome in Neonates With Congenital Heart Disease,"Heart Defects, Congenital, Heart Diseases",,6/1/11,,Actual,MSSM 10-0568,,0.92,4,,Actual,,1,0,0,2011,,,due to inability to recruit sufficient sample size in reasonable time frame.,,0,0,0
NCT01291992,Other,Recruiting,Observational,9/1/10,1/1/13,N/A,Seizures After Cardiac Surgery -- A Study With Continuous EEG Monitoring,Seizures,,9/1/12,,Anticipated,R-10-259,,2,150,,Anticipated,,1,0,0,2011,,,,,0,0,0
NCT01307748,Other,Completed,Interventional,12/1/10,12/1/12,Phase 2/Phase 3,Effects of Stress-reducing Aromatherapy,,,12/1/12,,Actual,IRB#00006890,,2,92,,Actual,3,1,0,0,2011,,,,,0,0,1
NCT01307943,Other,Completed,Interventional,1/1/11,4/1/13,Phase 3,Mindfulness-based Stress Reduction for Pediatric Mental Health,,,4/1/13,,Actual,MBSR1,,2.25,85,,Actual,2,1,0,0,2011,,,,,0,0,1
NCT01310439,Other,Completed,Observational,5/1/04,6/1/10,N/A,Attention-Deficit/Hyperactivity Disorder (ADHD) Brain Activity Changes to Psychostimulants,"Attention Deficit Disorder with Hyperactivity, Hyperkinesis",,6/1/10,,Actual,HH126115,,6.09,38,,Actual,,1,0,0,2011,,,,,0,0,0
NCT01311440,Other,Recruiting,Interventional,3/1/11,3/1/16,Phase 4,Modified Atkins Diet Treatment for Adults With Drug-resistant Epilepsy,"Epilepsies, Partial, Epilepsy, Epilepsy, Generalized",,3/1/16,,Anticipated,2010/2326 (REK),,5.01,92,,Anticipated,2,1,0,0,2011,,,,,0,0,0
NCT01313260,Other,Recruiting,Observational,2/1/11,,N/A,Structural and Functional Connectivity in Partial Epilepsies Studied With MRI and MEG,"Epilepsies, Partial, Epilepsy",,,,,C09-21,,,45,,Anticipated,,1,0,0,2011,,,,,0,0,1
NCT01316445,Industry,Terminated,Interventional,7/1/11,2/1/14,Phase 1,Pharmacodynamics of Nasal and Buccal Midazolam Using EEG,,Midazolam,2/1/14,,Actual,AAAF3704,,2.59,9,,Actual,1,1,0,0,2011,,,Funding agency no longer provide support.,0,1,0,0
NCT01318369,Other,Completed,Interventional,10/1/11,5/1/13,Phase 2,Efficacy Study of ëÓ9-THC to Treat Chronic Abdominal Pain,"Abdominal Pain, Pancreatitis, Pancreatitis, Chronic",Diazepam,5/1/13,,Actual,HEEL-2011-01,,1.58,24,,Actual,2,1,0,0,2011,,,,,0,0,0
NCT01332214,Industry,Completed,Interventional,5/1/11,11/1/11,Phase 1,"To Assess the Safety, Tolerability and Pharmacokinetics of AZD2820 After Single Ascending Doses",,,11/1/11,,Actual,D3870C00001,,0.5,90,,Actual,2,1,0,0,2011,,,,0,1,0,0
NCT01335425,Industry,Completed,Observational,10/1/10,12/1/13,N/A,The Rolandic Epilepsy/ESES/Landau-Kleffner Syndrome and Correlation With Language Impairment Study,"Epilepsy, Epilepsy, Frontal Lobe, Epilepsy, Rolandic, Landau-Kleffner Syndrome, Status Epilepticus",,12/1/13,,Actual,10-3-044,,3.17,47,,Actual,,1,0,0,2011,,,,,0,0,0
NCT01337362,Industry,Completed,Interventional,5/1/11,6/1/13,N/A,Recurrent Hypoglycaemia in Type 1 Diabetes,Hypoglycemia,,6/1/13,,Actual,H-1-2011-024,,2.09,23,,Actual,2,1,0,0,2011,,,,,0,0,0
NCT01339767,NIH,Recruiting,Observational,4/1/11,,N/A,Study of Toddlers With Language Delay,,,,,,110144,,,159,,Anticipated,,1,0,0,2011,,,,,0,0,
NCT01342328,Other,"Active, not recruiting",Interventional,5/1/12,3/1/17,N/A,"Providing ""Good Sleep"" for ICU Sedation","Parasomnias, Sleep Disorders","Dexmedetomidine, Propofol",12/1/16,,Anticipated,10-03906,,4.59,10,,Anticipated,3,1,0,0,2011,,,,,0,0,1
NCT01343537,Other,Terminated,Interventional,12/1/10,3/1/14,Phase 0,Continuous Neurophysiological Monitoring Detection of Cerebral Vasospasm in Aneurysmal Subarachnoid Hemorrhage Subjects,"Subarachnoid Hemorrhage, Vasospasm, Intracranial",,3/1/14,,Actual,5981,,3.25,2,,Actual,1,1,0,0,2011,,,Low enrollment,,0,0,0
NCT01343563,Other,Completed,Interventional,1/1/11,1/1/12,Phase 2,Trigeminal Nerve Stimulation for Depression: Dose Finding,"Depression, Depressive Disorder",,1/1/12,,Actual,10-000480,,1,20,,Actual,2,1,0,0,2011,,,,,0,0,0
NCT01343732,Industry,Recruiting,Interventional,6/1/11,11/1/15,N/A,"Tolerability, Safety and Efficacy of the HAC-Coil Deep Transcranial Magnetic Stimulation in Medication Resistance Obsessive Compulsive Disorder (OCD) Subjects","Compulsive Behavior, Compulsive Personality Disorder, Obsessive-Compulsive Disorder",,11/1/15,,Anticipated,OCD-DTMS-1,,4.42,40,,Anticipated,4,1,0,0,2011,,,,,0,0,
NCT01344317,Other,"Active, not recruiting",Observational,6/1/09,6/1/16,N/A,The Effect of Stimulating Substances on Brain Activity of Preterm Infants,,,11/1/10,,Anticipated,Nationalbankprojekt Nr.13660,,1.42,60,,Anticipated,,2,0,0,2011,,,,,0,0,0
NCT01345305,NIH,Completed,Observational,7/1/10,11/1/12,N/A,Biomarker Development in Sturge-Weber Syndrome,"Brain Stem Infarctions, Klippel-Trenaunay-Weber Syndrome, Sturge-Weber Syndrome",,11/1/12,,Actual,NA_00043846,,2.34,40,,Actual,,1,0,0,2011,,,,,0,0,0
NCT01352871,Other,Completed,Observational,3/1/11,5/1/11,Phase 1,The Effects of Concentration/Meditation on the Innate Immune Response During Human Endotoxemia,,,4/1/11,,Actual,LPS-concentration,,0.08,1,,Anticipated,,1,0,0,2011,,,,0,1,0,1
NCT01354132,Other,Completed,Interventional,5/1/11,8/1/14,Phase 4,N-Acetyl-Cysteine (NAC) in Early Phase Schizophrenia Spectrum Psychosis,"Mental Disorders, Psychotic Disorders, Schizophrenia","Acetylcysteine, N-monoacetylcystine",8/1/14,,Actual,2008P-000460 BIDMC 42,,3.25,20,,Actual,2,2,0,0,2011,,,,1,1,0,1
NCT01355211,Industry,Completed,Observational,4/1/11,2/1/12,N/A,Putting Electroencephalography (EEG) in the Emergency Department,"Epilepsy, Epilepsy, Generalized, Mental Disorders, Seizures, Status Epilepticus",,2/1/12,,Actual,RC3NS070658,,0.84,261,,Actual,,1,0,0,2011,,,,,0,0,1
NCT01358500,Other,Recruiting,Interventional,2/1/12,5/1/13,N/A,An Assessment of Fentanyl Dose Requirements in Opioid-maintained Individuals,Opioid-Related Disorders,Fentanyl,3/1/13,,Anticipated,FEN001,,1.08,24,,Anticipated,1,1,0,0,2011,,,,,0,0,0
NCT01360190,Other,Completed,Interventional,8/1/94,8/1/96,Phase 4,Neurophysiologic Monitoring of Antidepressant Treatment,"Depression, Depressive Disorder, Depressive Disorder, Major","Antidepressive Agents, Fluoxetine",8/1/96,,Actual,94-08-273-13,,2,24,,Actual,2,0,0,0,2011,,,,1,1,0,0
NCT01363544,Other,Completed,Interventional,6/1/10,1/1/15,Phase 2/Phase 3,Train Your Brain and Exercise Your Heart? Advancing the Treatment for Attention Deficit Hyperactivity Disorder (ADHD),"Attention Deficit Disorder with Hyperactivity, Hyperkinesis",Methylphenidate,1/1/15,,Actual,ZonMw 157003012,,4.59,112,,Actual,3,6,0,0,2011,,,,,0,0,0
NCT01366820,Industry,"Active, not recruiting",Interventional,2/1/13,1/1/16,Phase 2,Study of NNZ-2566 in Patients With Traumatic Brain Injury Under EFIC,Brain Injuries,,1/1/16,,Anticipated,Neu-2566-TBI-002,,2.92,200,,Anticipated,2,6,0,0,2011,,,,1,1,0,1
NCT01367964,Other,Recruiting,Interventional,7/1/11,,N/A,Prevention of West Syndrome With Low-dose Adrenocorticotropin Hormone (ACTH),"Spasms, Infantile, Syndrome","Adrenocorticotropic Hormone, Beta-Endorphin, Hormones, Melanocyte-Stimulating Hormones",6/1/15,,,2011-14518,,3.92,28,,Anticipated,1,1,0,0,2011,,,,1,1,0,0
NCT01369264,Other,Completed,Interventional,7/1/07,8/1/10,N/A,The Effect of Repetitive Transcranial Magnetic Stimulation on Brain Activity in Healthy Human Volunteers,,,8/1/10,,Actual,Jul-27,,3.09,17,,Actual,2,1,0,0,2010,,,,,0,0,0
NCT01369290,Other,Recruiting,Observational,10/1/09,10/1/13,N/A,Electroencephalography (EEG) Signal Processing,"Depression, Depressive Disorder, Depressive Disorder, Major","Citalopram, Dexetimide, Duloxetine, Venlafaxine",10/1/12,,Anticipated,ESP-3152,,3,150,,Anticipated,,1,0,0,2010,,,,,0,0,0
NCT01370733,Industry,Completed,Interventional,5/1/12,9/1/13,Phase 3,Synchronized Transcranial Magnetic Stimulation (sTMS) in Major Depressive Disorder,"Depression, Depressive Disorder, Depressive Disorder, Major",,8/1/13,,Actual,NND3001,,1.25,202,,Actual,2,18,244,6,2011,1,22,,1,1,0,0
NCT01371409,Other,"Active, not recruiting",Interventional,4/1/11,3/1/16,N/A,Interhemispheric Inhibitory Interactions,,,2/1/14,,Anticipated,H09-00368,,2.84,49,,Actual,2,1,0,0,2011,,,,,0,0,0
NCT01371799,Industry,Completed,Interventional,12/1/09,10/1/10,Phase 1,A Study to Examine the Pharmacodynamic Effects of GSK1034702 on Neurophysiological Biomarkers of Cognition in Nicotine Abstained Otherwise Healthy Smokers,"Mental Disorders, Psychotic Disorders, Schizophrenia",,6/1/10,,Actual,113746,,0.5,9,,Actual,3,1,0,0,2011,,,,,0,0,0
NCT01373866,Other,Recruiting,Interventional,11/1/10,11/1/16,Phase 4,Multimodal MRI-guided rTMS to Treat Refractory Hallucinations,"Hallucinations, Perceptual Disorders",,11/1/16,,Anticipated,2009_17/0927,,6.01,70,,Anticipated,2,2,0,0,2011,,,,,0,0,1
NCT01378286,Industry,Completed,Interventional,1/1/12,6/1/13,Phase 3,Efficacy and Tolerability of Artesunate Amodiaquine Versus Chloroquine in the Treatment of Uncomplicated Plasmodium Vivax Malaria,Malaria,"Amodiaquine, Artesunate, Chloroquine, Chloroquine diphosphate",6/1/13,,Actual,ARAMF_C_05370,,1.42,380,,Actual,2,1,0,0,2011,,,,,0,0,1
